<Session>
Acquisition 1 2016-06-16 14:51:44
<Group>
Detector1
1
451	
D1 350:250-700	T636016698369379496
X	Y
250	1088.11841
251	1148.13184
252	1169.13672
253	1052.11072
254	1107.12256
255	1141.13025
256	1205.14526
257	1080.1167
258	1160.13452
259	1135.12878
260	1050.11023
261	1131.12793
262	1056.11157
263	1128.1272
264	1131.12793
265	1076.11584
266	1185.1405
267	1108.1228
268	1209.14624
269	1072.115
270	1169.13672
271	1091.119
272	1244.15479
273	1203.14478
274	1088.11841
275	1224.1499
276	1103.1217
277	1115.12439
278	1079.11646
279	1097.12036
280	1131.12793
281	1095.11987
282	1191.14185
283	1055.11133
284	1167.13623
285	1042.10864
286	1074.11536
287	1183.14
288	1054.11108
289	1104.122
290	1111.12341
291	1168.13647
292	1103.1217
293	1161.13477
294	1039.10791
295	1130.12769
296	1091.119
297	1128.1272
298	1127.12708
299	1116.12451
300	1154.13318
301	1138.12952
302	1105.12207
303	1059.11218
304	1232.15186
305	1061.11255
306	1153.13293
307	1079.11646
308	1052.11072
309	1094.11975
310	1037.10754
311	1120.12549
312	1242.1543
313	1048.10986
314	1113.1239
315	1070.1145
316	1090.11877
317	1116.12451
318	1121.12573
319	1144.13086
320	1052.11072
321	1097.12036
322	1093.11951
323	1012.10242
324	1013.10266
325	1087.11816
326	1087.11816
327	1053.11084
328	1022.10449
329	1057.11169
330	1147.13159
331	1057.11169
332	972.0945
333	1041.1084
334	1051.11047
335	1067.11389
336	1052.11072
337	1029.106
338	1001.10022
339	997.0994
340	1004.10083
341	1058.11194
342	1078.11621
343	970.0941
344	1035.10718
345	947.0897
346	1074.11536
347	985.097046
348	985.097046
349	1070.1145
350	965.09314
351	905.0819
352	967.0935
353	981.096252
354	1028.10571
355	957.0916
356	947.0897
357	909.082642
358	1034.10693
359	1039.10791
360	1107.12256
361	1069.11426
362	990.098
363	1102.12146
364	1088.11841
365	1027.10547
366	967.0935
367	1013.10266
368	986.0972
369	1034.10693
